date,unit_sales,dcoilwtico,is_national_holiday,is_regional_holiday,is_local_holiday,year,month,day,dayofweek,quarter,week_of_year,is_weekend,is_month_start,is_month_end,lag_1,lag_7,lag_14,lag_30,rolling_7d_mean,rolling_14d_mean,rolling_30d_mean,rolling_7d_std,oil_lag_1,oil_rolling_7d_mean
2013-05-25,392.0,94.0425,0,0,0,2013,5,25,5,2,21,1,0,0,532.0,600.0,666.0,219.0,508.57142857142856,475.7142857142857,477.3666666666667,134.67226532444968,93.84,95.11285714285714
2013-05-26,532.0,94.245,0,0,0,2013,5,26,6,2,21,1,0,0,392.0,758.0,548.0,491.0,478.85714285714283,456.14285714285717,483.1333333333333,134.08259714497902,94.0425,94.84607142857143
2013-05-27,291.0,94.4475,0,0,0,2013,5,27,0,2,22,0,0,0,532.0,399.0,331.0,755.0,446.57142857142856,455.0,484.5,65.16097283614025,94.245,94.58107142857143
2013-05-28,293.0,94.65,0,0,0,2013,5,28,1,2,22,0,0,0,291.0,444.0,409.0,719.0,431.14285714285717,452.14285714285717,469.03333333333336,87.32015531255844,94.4475,94.31785714285715
2013-05-29,420.0,93.13,0,0,0,2013,5,29,2,2,22,0,0,0,293.0,455.0,471.0,411.0,409.57142857142856,443.85714285714283,454.8333333333333,101.1679414683928,94.65,94.18928571428572
2013-05-30,271.0,93.57,0,0,0,2013,5,30,3,2,22,0,0,0,420.0,372.0,252.0,369.0,404.57142857142856,440.2142857142857,455.1333333333333,99.397949581227,93.13,94.06785714285715
2013-05-31,488.0,91.93,0,0,0,2013,5,31,4,2,22,0,0,1,271.0,532.0,423.0,705.0,390.14285714285717,441.57142857142856,451.8666666666667,111.50699316100881,93.57,93.98928571428571
2013-06-01,777.0,92.42333333333333,0,0,0,2013,6,1,5,2,22,1,1,0,488.0,392.0,600.0,327.0,383.85714285714283,446.2142857142857,444.6333333333333,103.10096761820063,91.93,93.71642857142858
2013-06-02,656.0,92.91666666666667,0,0,0,2013,6,2,6,2,22,1,0,0,777.0,532.0,758.0,350.0,438.85714285714283,458.85714285714283,459.6333333333333,181.24516413910013,92.42333333333333,93.48511904761905
2013-06-03,462.0,93.41,0,0,0,2013,6,3,0,2,23,0,0,0,656.0,291.0,399.0,774.0,456.57142857142856,451.57142857142856,469.8333333333333,197.22141292031543,92.91666666666667,93.29535714285714
2013-06-04,370.0,93.36,0,0,0,2013,6,4,1,2,23,0,0,0,462.0,293.0,444.0,715.0,481.0,456.07142857142856,459.43333333333334,183.4011995598717,93.41,93.14714285714287
2013-06-05,459.0,93.66,0,0,0,2013,6,5,2,2,23,0,0,0,370.0,420.0,455.0,416.0,492.0,450.7857142857143,447.93333333333334,172.21401414131944,93.36,92.96285714285715
2013-06-06,280.0,94.71,0,0,0,2013,6,6,3,2,23,0,0,0,459.0,271.0,372.0,351.0,497.57142857142856,451.07142857142856,449.3666666666667,170.11452724841666,93.66,93.03857142857143
2013-06-07,466.0,96.11,0,0,0,2013,6,7,4,2,23,0,0,0,280.0,488.0,532.0,418.0,498.85714285714283,444.5,447.0,168.13925634369102,94.71,93.20142857142856
2013-06-08,904.0,96.01333333333334,0,0,0,2013,6,8,5,2,23,1,0,0,466.0,777.0,392.0,323.0,495.7142857142857,439.7857142857143,448.6,168.58105299401632,96.11,93.79857142857142
2013-06-09,794.0,95.91666666666666,0,0,0,2013,6,9,6,2,23,1,0,0,904.0,656.0,532.0,318.0,513.8571428571429,476.35714285714283,467.96666666666664,206.47391164618384,96.01333333333334,94.31142857142856
2013-06-10,511.0,95.82,0,0,0,2013,6,10,0,2,24,0,0,0,794.0,462.0,291.0,666.0,533.5714285714286,495.07142857142856,483.8333333333333,227.79512516210488,95.91666666666666,94.74000000000001
2013-06-11,305.0,95.5,0,0,0,2013,6,11,1,2,24,0,0,0,511.0,370.0,293.0,548.0,540.5714285714286,510.7857142857143,478.6666666666667,225.97481949902965,95.82,95.0842857142857
2013-06-12,475.0,95.98,0,0,0,2013,6,12,2,2,24,0,0,0,305.0,459.0,420.0,331.0,531.2857142857143,511.64285714285717,470.56666666666666,235.29535643931592,95.5,95.39
2013-06-13,406.0,96.66,0,0,0,2013,6,13,3,2,24,0,0,0,475.0,280.0,271.0,409.0,533.5714285714286,515.5714285714286,475.3666666666667,234.55266440812895,95.98,95.72142857142856
2013-06-14,470.0,97.83,0,0,0,2013,6,14,4,2,24,0,0,0,406.0,466.0,488.0,471.0,551.5714285714286,525.2142857142857,475.26666666666665,215.9466424396369,96.66,96.0
2013-06-15,747.0,97.84,0,0,0,2013,6,15,5,2,24,1,0,0,470.0,904.0,777.0,252.0,552.1428571428571,523.9285714285714,475.23333333333335,215.68760478326718,97.83,96.24571428571429
2013-06-16,481.0,97.85,0,0,0,2013,6,16,6,2,24,1,0,0,747.0,794.0,656.0,423.0,529.7142857142857,521.7857142857143,491.73333333333335,177.8442336106836,97.84,96.50666666666667
2013-06-17,424.0,97.86,0,0,0,2013,6,17,0,2,25,0,0,0,481.0,511.0,462.0,600.0,485.0,509.2857142857143,493.6666666666667,134.35152895792902,97.85,96.78285714285713
2013-06-18,560.0,98.46,0,0,0,2013,6,18,1,2,25,0,0,0,424.0,305.0,370.0,758.0,472.57142857142856,506.57142857142856,487.8,135.56407727572574,97.86,97.07428571428571
2013-06-19,361.0,98.24,0,0,0,2013,6,19,2,2,25,0,0,0,560.0,475.0,459.0,399.0,509.0,520.1428571428571,481.2,115.85910984179569,98.46,97.49714285714286
2013-06-20,335.0,94.89,0,0,0,2013,6,20,3,2,25,0,0,0,361.0,406.0,280.0,444.0,492.7142857142857,513.1428571428571,479.93333333333334,128.73191042591066,98.24,97.82000000000001
2013-06-21,473.0,93.81,0,0,0,2013,6,21,4,2,25,0,0,0,335.0,470.0,466.0,455.0,482.57142857142856,517.0714285714286,476.3,139.0837363399676,94.89,97.56714285714285
2013-06-22,502.0,94.23,0,0,0,2013,6,22,5,2,25,1,0,0,473.0,747.0,904.0,372.0,483.0,517.5714285714286,476.9,139.04315876734069,93.81,96.99285714285713
2013-06-23,770.0,94.64999999999999,0,0,1,2013,6,23,6,2,25,1,0,0,502.0,481.0,794.0,532.0,448.0,488.85714285714283,481.23333333333335,79.67433714816747,94.23,96.47714285714285
2013-06-24,484.0,95.07,0,0,0,2013,6,24,0,2,26,0,0,0,770.0,424.0,511.0,392.0,489.2857142857143,487.14285714285717,489.1666666666667,146.4874446106947,94.64999999999999,96.02
2013-06-25,345.0,95.25,0,1,1,2013,6,25,1,2,26,0,0,0,484.0,560.0,305.0,532.0,497.85714285714283,485.2142857142857,492.23333333333335,143.76071388645366,95.07,95.62142857142858
2013-06-26,555.0,95.47,0,0,0,2013,6,26,2,2,26,0,0,0,345.0,361.0,475.0,291.0,467.14285714285717,488.07142857142856,486.0,151.05344371163056,95.25,95.16285714285713
2013-06-27,352.0,97.0,0,0,0,2013,6,27,3,2,26,0,0,0,555.0,335.0,406.0,293.0,494.85714285714283,493.7857142857143,494.8,146.04728523258981,95.47,94.76714285714286
2013-06-28,374.0,96.36,0,0,0,2013,6,28,4,2,26,0,0,0,352.0,473.0,470.0,420.0,497.2857142857143,489.92857142857144,496.76666666666665,143.05676528999956,97.0,95.06857142857143
2013-06-29,489.0,96.88666666666667,0,0,0,2013,6,29,5,2,26,1,0,0,374.0,502.0,747.0,271.0,483.14285714285717,483.07142857142856,495.23333333333335,150.5550049776142,96.36,95.43285714285715
2013-06-30,669.0,97.41333333333333,0,0,0,2013,6,30,6,2,26,1,0,1,489.0,770.0,481.0,488.0,481.2857142857143,464.64285714285717,502.5,150.36368609221444,96.88666666666667,95.81238095238096
2013-07-01,422.0,97.94,0,0,0,2013,7,1,0,3,27,0,1,0,669.0,484.0,424.0,777.0,466.85714285714283,478.07142857142856,508.53333333333336,119.77677650728492,97.41333333333333,96.20714285714287
2013-07-02,421.0,99.65,0,0,0,2013,7,2,1,3,27,0,0,0,422.0,345.0,560.0,656.0,458.0,477.92857142857144,496.7,120.58745097784103,97.94,96.61714285714285
2013-07-03,510.0,101.92,0,0,1,2013,7,3,2,3,27,0,0,0,421.0,555.0,361.0,462.0,468.85714285714283,468.0,488.8666666666667,111.82043428555185,99.65,97.24571428571429
2013-07-04,463.0,102.505,0,0,0,2013,7,4,3,3,27,0,0,0,510.0,352.0,335.0,370.0,462.42857142857144,478.64285714285717,490.46666666666664,107.24249335479041,101.92,98.16714285714285
2013-07-05,439.0,103.09,0,0,0,2013,7,5,4,3,27,0,0,0,463.0,374.0,473.0,459.0,478.2857142857143,487.7857142857143,493.56666666666666,95.78746314230271,102.505,98.95357142857142
2013-07-06,590.0,103.07000000000001,0,0,0,2013,7,6,5,3,27,1,0,0,439.0,489.0,502.0,280.0,487.57142857142856,485.35714285714283,492.9,86.71381501401972,103.09,99.915
2013-07-07,665.0,103.05,0,0,0,2013,7,7,6,3,27,1,0,0,590.0,669.0,770.0,466.0,502.0,491.64285714285717,503.23333333333335,94.99824559783514,103.07000000000001,100.79833333333332
2013-07-08,265.0,103.03,0,0,0,2013,7,8,0,3,28,0,0,0,665.0,422.0,484.0,904.0,501.42857142857144,484.14285714285717,509.8666666666667,93.83115534983915,103.05,101.60357142857143
2013-07-09,393.0,103.46,0,0,0,2013,7,9,1,3,28,0,0,0,265.0,421.0,345.0,794.0,479.0,468.5,488.56666666666666,128.3835399626184,103.03,102.3307142857143
2013-07-10,550.0,106.41,0,0,0,2013,7,10,2,3,28,0,0,0,393.0,510.0,555.0,511.0,475.0,471.92857142857144,475.2,130.90327217707954,103.46,102.875
2013-07-11,262.0,104.77,0,0,0,2013,7,11,3,3,28,0,0,0,550.0,463.0,352.0,305.0,480.7142857142857,471.57142857142856,476.5,133.532410904262,106.41,103.51642857142858
2013-07-12,397.0,105.85,0,0,0,2013,7,12,4,3,28,0,0,0,262.0,439.0,374.0,475.0,452.0,465.14285714285717,475.06666666666666,157.4462871373384,104.77,103.84
2013-07-13,466.0,105.96666666666667,0,0,0,2013,7,13,5,3,28,1,0,0,397.0,590.0,489.0,406.0,446.0,466.7857142857143,472.46666666666664,158.81855475143072,105.85,104.23428571428572
2013-07-14,449.0,106.08333333333333,0,0,0,2013,7,14,6,3,28,1,0,0,466.0,665.0,669.0,470.0,428.2857142857143,465.14285714285717,474.46666666666664,146.51929825761727,105.96666666666667,104.64809523809524
2013-07-15,484.0,106.2,0,0,0,2013,7,15,0,3,29,0,0,0,449.0,265.0,422.0,747.0,397.42857142857144,449.42857142857144,473.76666666666665,105.30726018475106,106.08333333333333,105.08142857142856
2013-07-16,443.0,105.88,0,0,0,2013,7,16,1,3,29,0,0,0,484.0,393.0,421.0,481.0,428.7142857142857,453.85714285714283,465.0,90.96100682108022,106.2,105.53428571428572
2013-07-17,469.0,106.39,0,0,0,2013,7,17,2,3,29,0,0,0,443.0,550.0,510.0,424.0,435.85714285714283,455.42857142857144,463.73333333333335,89.64267691122,105.88,105.88
2013-07-18,292.0,107.94,0,0,0,2013,7,18,3,3,29,0,0,0,469.0,262.0,463.0,560.0,424.2857142857143,452.5,465.23333333333335,76.75440114571889,106.39,105.87714285714286
2013-07-19,278.0,108.0,0,0,0,2013,7,19,4,3,29,0,0,0,292.0,397.0,439.0,361.0,428.57142857142856,440.2857142857143,456.3,66.30951953492215,107.94,106.33
2013-07-20,605.0,107.53666666666666,0,0,0,2013,7,20,5,3,29,1,0,0,278.0,466.0,590.0,335.0,411.57142857142856,428.7857142857143,453.53333333333336,87.5915847229946,108.0,106.63714285714285
2013-07-21,817.0,107.07333333333334,0,0,0,2013,7,21,6,3,29,1,0,0,605.0,449.0,665.0,473.0,431.42857142857144,429.85714285714283,462.53333333333336,113.8168955572307,107.53666666666666,106.86142857142859
2013-07-22,295.0,106.61,0,0,0,2013,7,22,0,3,30,0,0,0,817.0,484.0,265.0,502.0,484.0,440.7142857142857,474.0,185.62327440275342,107.07333333333334,107.00285714285714
2013-07-23,470.0,107.13,0,0,1,2013,7,23,1,3,30,0,0,0,295.0,443.0,393.0,770.0,457.0,442.85714285714283,467.1,198.8944443668547,106.61,107.06142857142856
2013-07-24,431.0,105.41,0,0,1,2013,7,24,2,3,30,0,0,0,470.0,469.0,550.0,484.0,460.85714285714283,448.35714285714283,457.1,198.83949018528168,107.13,107.24
2013-07-25,282.0,105.47,0,0,1,2013,7,25,3,3,30,0,0,0,431.0,292.0,262.0,345.0,455.42857142857144,439.85714285714283,455.3333333333333,199.09868335648426,105.41,107.1
2013-07-26,596.0,104.76,0,0,0,2013,7,26,4,3,30,0,0,0,282.0,278.0,397.0,555.0,454.0,441.2857142857143,453.23333333333335,200.49771403518096,105.47,106.74714285714286
2013-07-27,548.0,104.71000000000001,0,0,0,2013,7,27,5,3,30,1,0,0,596.0,605.0,466.0,352.0,499.42857142857144,455.5,454.6,189.70930142620566,104.76,106.28428571428572
2013-07-28,700.0,104.66,0,0,0,2013,7,28,6,3,30,1,0,0,548.0,817.0,449.0,374.0,491.2857142857143,461.35714285714283,461.1333333333333,185.60146756398416,104.71000000000001,105.88047619047619
2013-07-29,414.0,104.61,0,0,0,2013,7,29,0,3,31,0,0,0,700.0,295.0,484.0,489.0,474.57142857142856,479.2857142857143,472.0,153.9500537434753,104.66,105.53571428571429
2013-07-30,353.0,103.14,0,0,0,2013,7,30,1,3,31,0,0,0,414.0,470.0,443.0,669.0,491.57142857142856,474.2857142857143,469.5,136.38408648965958,104.61,105.25
2013-07-31,570.0,105.1,0,0,0,2013,7,31,2,3,31,0,0,1,353.0,431.0,469.0,422.0,474.85714285714283,467.85714285714283,458.96666666666664,146.27876192556485,103.14,104.67999999999999
2013-08-01,462.0,107.93,0,0,0,2013,8,1,3,3,31,0,1,0,570.0,282.0,292.0,421.0,494.7142857142857,475.07142857142856,463.9,148.7466686301624,105.1,104.63571428571429
2013-08-02,464.0,106.94,0,0,0,2013,8,2,4,3,31,0,0,0,462.0,596.0,278.0,510.0,520.4285714285714,487.2142857142857,465.26666666666665,118.28476535161087,107.93,104.98714285714287
2013-08-03,657.0,106.83,0,0,0,2013,8,3,5,3,31,1,0,0,464.0,548.0,605.0,463.0,501.57142857142856,500.5,463.73333333333335,114.69649390581048,106.94,105.29857142857144
2013-08-04,681.0,106.72,0,0,0,2013,8,4,6,3,31,1,0,0,657.0,700.0,817.0,439.0,517.1428571428571,504.2142857142857,470.2,128.60589485119303,106.83,105.60142857142857
2013-08-05,461.0,106.61,0,0,1,2013,8,5,0,3,32,0,0,0,681.0,414.0,295.0,590.0,514.4285714285714,494.5,478.26666666666665,124.22943443867199,106.72,105.89571428571428
2013-08-06,328.0,105.32,0,0,0,2013,8,6,1,3,32,0,0,0,461.0,353.0,470.0,665.0,521.1428571428571,506.35714285714283,473.96666666666664,119.05940894000267,106.61,106.18142857142857
2013-08-07,403.0,104.41,0,0,0,2013,8,7,2,3,32,0,0,0,328.0,570.0,431.0,265.0,517.5714285714286,496.2142857142857,462.73333333333335,125.16237073345557,105.32,106.49285714285715
2013-08-08,360.0,103.45,0,0,0,2013,8,8,3,3,32,0,0,0,403.0,462.0,282.0,393.0,493.7142857142857,494.2142857142857,467.3333333333333,129.34928718488558,104.41,106.39428571428572
2013-08-09,347.0,106.04,0,0,0,2013,8,9,4,3,32,0,0,0,360.0,464.0,596.0,550.0,479.14285714285717,499.7857142857143,466.23333333333335,138.9093572219288,103.45,105.75428571428571
2013-08-10,570.0,106.09,1,0,0,2013,8,10,5,3,32,1,0,0,347.0,657.0,548.0,262.0,462.42857142857144,482.0,459.46666666666664,147.79023100649198,106.04,105.62571428571428
2013-08-11,662.0,106.14,0,0,0,2013,8,11,6,3,32,1,0,0,570.0,681.0,700.0,397.0,450.0,483.57142857142856,469.73333333333335,131.4559495293634,106.09,105.52
2013-08-12,423.0,106.19,0,0,0,2013,8,12,0,3,33,0,0,0,662.0,461.0,414.0,466.0,447.2857142857143,480.85714285714283,478.56666666666666,125.97316418681389,106.14,105.43714285714286
2013-08-13,405.0,106.78,0,0,0,2013,8,13,1,3,33,0,0,0,423.0,328.0,353.0,449.0,441.85714285714283,481.5,477.1333333333333,126.10237715368174,106.19,105.37714285714286
2013-08-14,454.0,106.89,0,0,0,2013,8,14,2,3,33,0,0,0,405.0,403.0,570.0,484.0,452.85714285714283,485.2142857142857,475.6666666666667,117.58603739592583,106.78,105.58571428571429
2013-08-15,339.0,107.43,0,0,1,2013,8,15,3,3,33,0,0,0,454.0,360.0,462.0,443.0,460.14285714285717,476.92857142857144,474.6666666666667,115.54426074226306,106.89,105.94000000000001
2013-08-16,469.0,107.58,0,0,0,2013,8,16,4,3,33,0,0,0,339.0,347.0,464.0,469.0,457.14285714285717,468.14285714285717,471.2,118.80436099098414,107.43,106.50857142857141
2013-08-17,495.0,107.43333333333334,0,0,0,2013,8,17,5,3,33,1,0,0,469.0,570.0,657.0,292.0,474.57142857142856,468.5,471.2,108.45099837078008,107.58,106.72857142857143
2013-08-18,681.0,107.28666666666666,0,0,0,2013,8,18,6,3,33,1,0,0,495.0,662.0,681.0,278.0,463.85714285714283,456.92857142857144,477.96666666666664,100.89339022193711,107.43333333333334,106.92047619047618
2013-08-19,376.0,107.14,0,0,0,2013,8,19,0,3,34,0,0,0,681.0,423.0,461.0,605.0,466.57142857142856,456.92857142857144,491.4,107.17253557209641,107.28666666666666,107.08428571428571
2013-08-20,338.0,104.9,0,0,0,2013,8,20,1,3,34,0,0,0,376.0,405.0,328.0,817.0,459.85714285714283,450.85714285714283,483.76666666666665,111.73246107171693,107.14,107.22000000000001
2013-08-21,330.0,103.93,0,0,0,2013,8,21,2,3,34,0,0,0,338.0,454.0,403.0,295.0,450.2857142857143,451.57142857142856,467.8,119.79387058013987,104.9,106.95142857142856
2013-08-22,358.0,104.93,0,0,0,2013,8,22,3,3,34,0,0,0,330.0,339.0,360.0,470.0,432.57142857142856,446.35714285714283,468.96666666666664,128.0375688913957,103.93,106.52857142857144
2013-08-23,347.0,106.48,0,0,0,2013,8,23,4,3,34,0,0,0,358.0,469.0,347.0,431.0,435.2857142857143,446.2142857142857,465.23333333333335,125.9069951534516,104.93,106.17142857142858
2013-08-24,644.0,106.28,0,0,1,2013,8,24,5,3,34,1,0,0,347.0,495.0,570.0,282.0,417.85714285714283,446.2142857142857,462.43333333333334,128.87129053365362,106.48,106.01428571428572
2013-08-25,813.0,106.08,0,0,0,2013,8,25,6,3,34,1,0,0,644.0,681.0,662.0,596.0,439.14285714285717,451.5,474.5,153.6580929330095,106.28,105.84952380952382
2013-08-26,636.0,105.88,0,0,0,2013,8,26,0,3,35,0,0,0,813.0,376.0,423.0,548.0,458.0,462.2857142857143,481.73333333333335,191.68115887240077,106.08,105.67714285714285
2013-08-27,386.0,109.11,0,0,0,2013,8,27,1,3,35,0,0,0,636.0,338.0,405.0,700.0,495.14285714285717,477.5,484.6666666666667,198.222458003988,105.88,105.49714285714286
2013-08-28,613.0,110.17,0,0,0,2013,8,28,2,3,35,0,0,0,386.0,330.0,454.0,414.0,502.0,476.14285714285717,474.2,192.6317730801436,109.11,106.09857142857143
2013-08-29,432.0,108.51,0,0,0,2013,8,29,3,3,35,0,0,0,613.0,358.0,339.0,353.0,542.4285714285714,487.5,480.8333333333333,179.7858514481948,110.17,106.99
2013-08-30,410.0,107.98,0,0,0,2013,8,30,4,3,35,0,0,0,432.0,347.0,469.0,570.0,553.0,494.14285714285717,483.46666666666664,168.98520645310938,108.51,107.50142857142858
2013-08-31,493.0,108.1525,0,0,0,2013,8,31,5,3,35,1,0,1,410.0,644.0,495.0,462.0,562.0,489.92857142857144,478.1333333333333,157.4706321826391,107.98,107.71571428571428
2013-09-01,711.0,108.325,0,0,0,2013,9,1,6,3,35,1,1,0,493.0,813.0,681.0,464.0,540.4285714285714,489.7857142857143,479.1666666666667,154.68339400514964,108.1525,107.9832142857143
2013-09-02,583.0,108.4975,0,0,0,2013,9,2,0,3,36,0,0,0,711.0,636.0,376.0,657.0,525.8571428571429,491.92857142857144,487.4,127.0661619937011,108.325,108.30392857142856
2013-09-03,345.0,108.67,0,0,0,2013,9,3,1,3,36,0,0,0,583.0,386.0,338.0,681.0,518.2857142857143,506.7142857142857,484.93333333333334,120.83558290188387,108.4975,108.67785714285715
2013-09-04,670.0,107.29,0,0,0,2013,9,4,2,3,36,0,0,0,345.0,613.0,330.0,461.0,512.4285714285714,507.2142857142857,473.73333333333335,129.0321111750314,108.67,108.615
2013-09-05,331.0,108.5,0,0,0,2013,9,5,3,3,36,0,0,0,670.0,432.0,358.0,328.0,520.5714285714286,531.5,480.7,137.92855293334182,107.29,108.20357142857144
2013-09-06,415.0,110.62,0,0,0,2013,9,6,4,3,36,0,0,0,331.0,410.0,347.0,403.0,506.14285714285717,529.5714285714286,480.8,153.1779233129766,108.5,108.20214285714287
2013-09-07,791.0,110.28666666666668,0,0,0,2013,9,7,5,3,36,1,0,0,415.0,493.0,644.0,360.0,506.85714285714283,534.4285714285714,481.2,152.66567893213414,110.62,108.57928571428572
2013-09-08,786.0,109.95333333333333,0,0,0,2013,9,8,6,3,36,1,0,0,791.0,711.0,813.0,347.0,549.4285714285714,544.9285714285714,495.56666666666666,186.05541929118604,110.28666666666668,108.88416666666667
2013-09-09,541.0,109.62,0,0,0,2013,9,9,0,3,37,0,0,0,786.0,583.0,636.0,570.0,560.1428571428571,543.0,510.2,198.6440942753552,109.95333333333333,109.11678571428573
2013-09-10,342.0,107.48,0,0,0,2013,9,10,1,3,37,0,0,0,541.0,345.0,386.0,662.0,554.1428571428571,536.2142857142857,509.23333333333335,198.4728600853935,109.62,109.27714285714286
2013-09-11,435.0,107.65,0,0,0,2013,9,11,2,3,37,0,0,0,342.0,670.0,613.0,423.0,553.7142857142857,533.0714285714286,498.56666666666666,199.00227325813333,107.48,109.10714285714286
2013-09-12,621.0,108.72,0,0,0,2013,9,12,3,3,37,0,0,0,435.0,331.0,432.0,405.0,520.1428571428571,520.3571428571429,498.96666666666664,195.91361069905994,107.65,109.15857142857143
2013-09-13,323.0,108.31,0,0,0,2013,9,13,4,3,37,0,0,0,621.0,415.0,410.0,454.0,561.5714285714286,533.8571428571429,506.1666666666667,179.19994153910613,108.72,109.18999999999998
2013-09-14,632.0,107.72,0,0,0,2013,9,14,5,3,37,1,0,0,323.0,791.0,493.0,339.0,548.4285714285714,527.6428571428571,501.8,194.46495583425576,108.31,108.86
2013-09-15,710.0,107.13000000000001,0,0,0,2013,9,15,6,3,37,1,0,0,632.0,786.0,711.0,469.0,525.7142857142857,537.5714285714286,511.56666666666666,169.03225953025867,107.72,108.49333333333334
2013-09-16,524.0,106.54,0,0,0,2013,9,16,0,3,38,0,0,0,710.0,541.0,583.0,495.0,514.8571428571429,537.5,519.6,151.00709538674934,107.13000000000001,108.09
2013-09-17,314.0,105.36,0,0,0,2013,9,17,1,3,38,0,0,0,524.0,342.0,345.0,681.0,512.4285714285714,533.2857142857143,520.5666666666667,150.6528649388576,106.54,107.64999999999999
2013-09-18,414.0,108.23,0,0,0,2013,9,18,2,3,38,0,0,0,314.0,435.0,670.0,376.0,508.42857142857144,531.0714285714286,508.3333333333333,156.20164013528256,105.36,107.34714285714286
2013-09-19,372.0,106.26,0,0,0,2013,9,19,3,3,38,0,0,0,414.0,621.0,331.0,338.0,505.42857142857144,512.7857142857143,509.6,158.0378194640521,108.23,107.42999999999999
2013-09-20,346.0,104.7,0,0,0,2013,9,20,4,3,38,0,0,0,372.0,323.0,415.0,330.0,469.85714285714283,515.7142857142857,510.73333333333335,155.69460338691712,106.26,107.07857142857142
2013-09-21,726.0,104.34,0,0,0,2013,9,21,5,3,38,1,0,0,346.0,632.0,791.0,358.0,473.14285714285717,510.7857142857143,511.26666666666665,152.2841954717432,104.7,106.56285714285715
2013-09-22,866.0,103.98,0,0,0,2013,9,22,6,3,38,1,0,0,726.0,710.0,786.0,347.0,486.57142857142856,506.14285714285717,523.5333333333333,171.5525741989482,104.34,106.08
2013-09-23,516.0,103.62,0,0,0,2013,9,23,0,3,39,0,0,0,866.0,524.0,541.0,644.0,508.85714285714283,511.85714285714283,540.8333333333334,211.00981696864912,103.98,105.63
2013-09-24,306.0,103.22,0,0,0,2013,9,24,1,3,39,0,0,0,516.0,314.0,342.0,813.0,507.7142857142857,510.07142857142856,536.5666666666667,210.93578350271608,103.62,105.21285714285715
2013-09-25,486.0,102.68,0,0,0,2013,9,25,2,3,39,0,0,0,306.0,414.0,435.0,636.0,506.57142857142856,507.5,519.6666666666666,212.17827185557664,103.22,104.90714285714286
2013-09-26,428.0,103.1,0,0,0,2013,9,26,3,3,39,0,0,0,486.0,372.0,621.0,386.0,516.8571428571429,511.14285714285717,514.6666666666666,208.65875536501252,102.68,104.11428571428573
2013-09-27,370.0,102.86,0,0,0,2013,9,27,4,3,39,0,0,0,428.0,346.0,323.0,613.0,524.8571428571429,497.35714285714283,516.0666666666667,203.18089523987277,103.1,103.66285714285713
2013-09-28,609.0,102.69333333333333,0,0,1,2013,9,28,5,3,39,1,0,0,370.0,726.0,632.0,432.0,528.2857142857143,500.7142857142857,507.96666666666664,199.83469358923824,102.86,103.39999999999999
2013-09-29,764.0,102.52666666666667,0,0,0,2013,9,29,6,3,39,1,0,0,609.0,866.0,710.0,410.0,511.57142857142856,499.07142857142856,513.8666666666667,184.87460357663787,102.69333333333333,103.16476190476192
2013-09-30,416.0,102.36,0,0,0,2013,9,30,0,3,40,0,0,1,764.0,516.0,524.0,493.0,497.0,502.92857142857144,525.6666666666666,153.6695589026443,102.52666666666667,102.95714285714287
2013-10-01,336.0,102.09,0,0,0,2013,10,1,1,4,40,0,1,0,416.0,306.0,314.0,711.0,482.7142857142857,495.2142857142857,523.1,156.23562791044603,102.36,102.77714285714286
2013-10-02,407.0,104.15,0,0,0,2013,10,2,2,4,40,0,0,0,336.0,486.0,414.0,583.0,487.0,496.7857142857143,510.6,150.90062955468383,102.09,102.61571428571429
2013-10-03,303.0,103.29,0,0,0,2013,10,3,3,4,40,0,0,0,407.0,428.0,372.0,345.0,475.7142857142857,496.2857142857143,504.73333333333335,153.91200330677484,104.15,102.82571428571428
2013-10-04,550.0,103.83,0,0,0,2013,10,4,4,4,40,0,0,0,303.0,370.0,346.0,670.0,457.85714285714283,491.35714285714283,503.3333333333333,167.0602970700781,103.29,102.85285714285715
2013-10-05,678.0,103.57666666666667,0,0,0,2013,10,5,5,4,40,1,0,0,550.0,609.0,726.0,331.0,483.57142857142856,505.92857142857144,499.3333333333333,165.12506083052816,103.83,102.99142857142859
2013-10-06,719.0,103.32333333333332,0,0,0,2013,10,6,6,4,40,1,0,0,678.0,764.0,866.0,415.0,493.42857142857144,502.5,510.9,175.58839857543447,103.57666666666667,103.11761904761904
2013-10-07,515.0,103.07,0,0,1,2013,10,7,0,4,41,0,0,0,719.0,416.0,516.0,791.0,487.0,492.0,521.0333333333333,164.5053190629407,103.32333333333332,103.23142857142857
2013-10-08,346.0,103.54,0,0,0,2013,10,8,1,4,41,0,0,0,515.0,336.0,306.0,786.0,501.14285714285717,491.92857142857144,511.8333333333333,161.61417901020565,103.07,103.33285714285714
2013-10-09,601.0,101.63,1,0,0,2013,10,9,2,4,41,0,0,0,346.0,407.0,486.0,541.0,502.57142857142856,494.7857142857143,497.1666666666667,159.94671731846304,103.54,103.53999999999999
2013-10-10,277.0,103.08,0,0,0,2013,10,10,3,4,41,0,0,0,601.0,303.0,428.0,342.0,530.2857142857143,503.0,499.1666666666667,157.41422456448487,101.63,103.17999999999999
2013-10-11,221.0,102.17,1,0,0,2013,10,11,4,4,41,0,0,0,277.0,550.0,370.0,435.0,526.5714285714286,492.2142857142857,497.0,163.8463275377847,103.08,103.14999999999999
